x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.569812298,0.855226517,4.71e-07,0.677899063,0.79811877,-0.027126579,0.747890294,0.671635687,-0.034159672,0.788909197,0.561466694,-0.042720031,0.83317852,0.48505193,-0.051682908,0.677610517,0.485284835,-0.005304404,0.704221487,0.352556407,-0.027878569,0.72022438,0.271438181,-0.051208965,0.73369199,0.195986032,-0.070690654,0.622747123,0.469337434,-0.014857982,0.629357278,0.319631159,-0.034960378,0.637855172,0.22228539,-0.058159046,0.64242667,0.137039185,-0.07710848,0.572903395,0.489388168,-0.030592747,0.566017509,0.350868523,-0.053232264,0.572053194,0.256119817,-0.072769411,0.57856369,0.166797549,-0.088228546,0.525678217,0.537041605,-0.050190859,0.509536862,0.427888572,-0.075806051,0.505333304,0.349639982,-0.090285026,0.505264282,0.271931499,-0.100718409,a
0.225780383,0.882957816,5.2e-07,0.307656616,0.812625945,-0.032424718,0.359252214,0.700190365,-0.03483085,0.378697097,0.594297528,-0.035432298,0.394427419,0.518083215,-0.034176748,0.296769738,0.578060269,0.009866651,0.310227543,0.465186149,-0.000430383,0.312722117,0.394452184,-0.015710199,0.312535405,0.332262546,-0.028461309,0.24527657,0.569886088,0.013485061,0.240731597,0.446548223,0.004642417,0.235344321,0.367072403,-0.013050365,0.229328945,0.300203025,-0.026786657,0.197757944,0.585166156,0.010650684,0.186671987,0.470207721,-0.002802296,0.185812473,0.398978531,-0.018106947,0.185058013,0.337602943,-0.029066948,0.151246041,0.618143618,0.003880803,0.13496761,0.534881711,-0.011593466,0.129874378,0.480994314,-0.020223154,0.128197432,0.429073453,-0.02544052,a
0.311313033,0.835828066,5.29e-07,0.40141499,0.767390609,-0.027904032,0.455889612,0.658689916,-0.028395114,0.478264391,0.556043267,-0.028244579,0.496974766,0.481409818,-0.027297111,0.386763662,0.532622814,0.015513935,0.404457867,0.424642503,0.006312242,0.4111709,0.355440557,-0.0094074,0.414805979,0.293113172,-0.02310984,0.334904879,0.522514343,0.016505267,0.334308624,0.404014885,0.00845583,0.332143009,0.327156186,-0.010300784,0.329523832,0.261997253,-0.025371861,0.286772192,0.535996914,0.011173215,0.279499948,0.421366692,-0.001754959,0.279468715,0.348523825,-0.018069593,0.280358791,0.284928858,-0.030241961,0.238559693,0.568557262,0.002245094,0.223718658,0.481803894,-0.013262819,0.219241947,0.42336899,-0.022627302,0.218524337,0.366184473,-0.028780153,a
0.388292134,0.844450831,5.02e-07,0.476216733,0.785160124,-0.02456853,0.530102611,0.669954538,-0.022808699,0.553741932,0.568997264,-0.020615818,0.571321249,0.501152515,-0.016928798,0.460307986,0.536222816,0.014708569,0.479207009,0.425935805,0.006672887,0.487464398,0.356728256,-0.00658759,0.493641317,0.297233313,-0.017709166,0.408538461,0.524280548,0.015009943,0.410592586,0.403083205,0.009621329,0.413279086,0.324951947,-0.004296962,0.415922463,0.259681523,-0.015593087,0.361847341,0.535728455,0.009200636,0.354594111,0.421658874,-6.49e-07,0.354804039,0.349625409,-0.012973122,0.356483281,0.286686569,-0.023030065,0.31644544,0.567056477,-0.000289363,0.303268164,0.480182469,-0.012019387,0.297430933,0.420352817,-0.019345256,0.294975191,0.361665606,-0.024382515,a
0.485358357,0.763411164,5.14e-07,0.568129063,0.712957919,-0.029313633,0.622669458,0.604480684,-0.03157847,0.645939231,0.505948663,-0.032073297,0.661074877,0.434873402,-0.030908119,0.551163554,0.470637381,0.004868379,0.570638239,0.368897736,-0.007731208,0.580700994,0.305026561,-0.023408849,0.588550806,0.248120278,-0.035618111,0.503167629,0.455364585,0.006557181,0.507902563,0.339152724,-0.003206191,0.513093114,0.263734192,-0.018011054,0.517904103,0.198748022,-0.029302845,0.459669322,0.463821918,0.002009599,0.452150464,0.352829307,-0.011348101,0.454882801,0.284402877,-0.023972061,0.459778309,0.224308312,-0.032633226,0.417914569,0.491423428,-0.006400351,0.405886769,0.405017048,-0.020325176,0.402007461,0.346728355,-0.027374547,0.401962161,0.289892435,-0.031728417,a
0.605660856,0.768313408,5.56e-07,0.693663239,0.71238941,-0.027846403,0.74473691,0.5997262,-0.030443598,0.769201696,0.500929713,-0.032638632,0.792117,0.427691728,-0.033619877,0.66386646,0.452687472,0.009176211,0.679890633,0.341978014,-0.002619736,0.688609362,0.273339033,-0.018717222,0.695731997,0.212759495,-0.031476781,0.610843837,0.44126296,0.008897936,0.610993087,0.31608516,0.000515113,0.616001964,0.234413564,-0.01483308,0.621785045,0.165511519,-0.026916629,0.565014422,0.45477441,0.002134633,0.553969502,0.335724533,-0.009644049,0.555417717,0.26124382,-0.0228296,0.560327768,0.195165575,-0.032311112,0.523441732,0.487913728,-0.008589133,0.506392777,0.394661099,-0.02151056,0.500080347,0.331280649,-0.028289396,0.498942792,0.269534916,-0.03268778,a
0.723896861,0.768764734,5.97e-07,0.809819341,0.721101105,-0.026892705,0.863404274,0.622308493,-0.033624616,0.891399503,0.527249873,-0.040851835,0.920527279,0.459667921,-0.047116607,0.788961589,0.465585649,0.00668526,0.809459686,0.353290856,-0.008375991,0.823966086,0.28558287,-0.026172282,0.837412417,0.22553727,-0.039871346,0.742944658,0.450975358,0.00363494,0.748129725,0.323776543,-0.008161154,0.75870955,0.240998089,-0.02455304,0.769878626,0.170185715,-0.037288275,0.701428831,0.461180449,-0.005874062,0.693666875,0.338976145,-0.020394035,0.700941324,0.261653364,-0.033921562,0.712167144,0.193067223,-0.043594908,0.661312997,0.49160099,-0.019276215,0.647327363,0.397545874,-0.034168273,0.645816028,0.332150638,-0.041961849,0.650347471,0.26929599,-0.047262069,a
0.713328123,0.642027736,5.56e-07,0.795808613,0.594550908,-0.026601251,0.844545484,0.491077483,-0.029156022,0.869158864,0.400740385,-0.031809989,0.896417022,0.336194575,-0.032846458,0.769017935,0.35277164,0.014679206,0.787916303,0.254434824,0.003094432,0.802597404,0.191494659,-0.013116582,0.815587759,0.134706587,-0.025716942,0.721966386,0.334160805,0.013878865,0.725155294,0.217810065,0.006506106,0.734396756,0.142544702,-0.006973793,0.744674087,0.0769054,-0.017451521,0.680121899,0.339142561,0.006070289,0.672232568,0.22665222,-0.005418808,0.67701602,0.157225728,-0.017102443,0.685589969,0.095520675,-0.025010461,0.640362263,0.36386025,-0.0057574,0.626308978,0.275402397,-0.017214624,0.623236477,0.215906873,-0.022569871,0.625418305,0.15789026,-0.026003366,a
0.576660395,0.62543118,5.08e-07,0.661378741,0.577967405,-0.027491881,0.716739535,0.478126228,-0.030496608,0.744066834,0.381497294,-0.03275064,0.769280136,0.315306872,-0.033893906,0.645661175,0.342502445,0.005909023,0.665793061,0.240021825,-0.006737133,0.676834464,0.176263884,-0.022421978,0.685795009,0.119978398,-0.034689825,0.598083317,0.326389045,0.00588538,0.603166878,0.208532646,-0.003890158,0.610395849,0.132056534,-0.019271437,0.617652595,0.067157745,-0.031182328,0.554557979,0.333842605,-0.000242847,0.548079848,0.224229336,-0.013906408,0.551564336,0.152658716,-0.028187012,0.557106137,0.090221345,-0.038129985,0.512310207,0.360201746,-0.009943581,0.499014944,0.272673368,-0.024588145,0.494811654,0.212743312,-0.032740626,0.49469161,0.155772179,-0.03797546,a
0.499529898,0.625758946,5.42e-07,0.589365602,0.568671942,-0.027899833,0.649526,0.46513021,-0.029401707,0.67593056,0.363510013,-0.02996123,0.694775224,0.291592836,-0.029171841,0.575452149,0.339145929,0.010313418,0.595088363,0.230957121,-0.001115991,0.604479313,0.164319485,-0.016596729,0.611875772,0.105586231,-0.028774831,0.525478363,0.324940622,0.011754248,0.527710259,0.205560267,0.002950431,0.531980991,0.128233135,-0.013886169,0.536452413,0.062471598,-0.026900206,0.47968781,0.333092481,0.006954546,0.471004069,0.225060239,-0.00528378,0.472847342,0.152546272,-0.02016091,0.476523042,0.088862509,-0.030836886,0.435005486,0.359126329,-0.001515613,0.422314793,0.273448527,-0.014891963,0.417056531,0.215223908,-0.02279849,0.415627033,0.158986762,-0.027837023,a
0.392508358,0.60790211,5.34e-07,0.480137944,0.550892413,-0.034902114,0.535538316,0.443223596,-0.03634207,0.556849778,0.345410705,-0.034886483,0.572883666,0.279268861,-0.031591937,0.46561864,0.331448913,0.003676966,0.480001718,0.224533603,-0.004321806,0.483859777,0.157217443,-0.016227085,0.485963821,0.101071596,-0.02579998,0.414777815,0.320766538,0.010411919,0.413498402,0.203362957,0.005942011,0.41245243,0.125137612,-0.00720538,0.41223976,0.063853741,-0.017972549,0.369037539,0.331929594,0.010599274,0.359920144,0.227434233,0.002106698,0.358192772,0.15918079,-0.012450108,0.358241051,0.102727532,-0.023431616,0.323618412,0.360899687,0.006491065,0.30811435,0.283083439,-0.005637765,0.297910929,0.22926411,-0.015030033,0.290219426,0.178519666,-0.021357283,a
0.29974106,0.631265461,5.56e-07,0.382245898,0.558347583,-0.033441234,0.43824321,0.453864038,-0.035435475,0.45993489,0.349699229,-0.035928443,0.476780057,0.2741763,-0.03458257,0.371576846,0.343777359,0.021586254,0.385152668,0.23468475,0.017701996,0.386621535,0.167883173,0.004956814,0.385556728,0.109002471,-0.006883835,0.321696877,0.339166582,0.027649643,0.315472275,0.228689596,0.025561817,0.309874088,0.158507377,0.007995051,0.304252893,0.100867391,-0.006996998,0.276558846,0.35342133,0.026611604,0.263119817,0.252218068,0.019511469,0.257711023,0.186317384,0.004671512,0.253333807,0.129378676,-0.007360007,0.232456356,0.38359043,0.021180732,0.215442389,0.305916458,0.011221106,0.207680643,0.253224641,0.003650867,0.203763887,0.202535793,-0.001839091,a
0.191067025,0.633753479,4.87e-07,0.264763296,0.555443883,-0.027805174,0.307936251,0.46453914,-0.030906629,0.322488129,0.373857141,-0.033409279,0.326405525,0.302316844,-0.035119001,0.25136888,0.377103418,0.01144116,0.254402429,0.27841568,0.000673318,0.248553976,0.216955468,-0.0150751,0.240841329,0.161906183,-0.027582364,0.203362316,0.375488013,0.013862798,0.192249671,0.27013135,0.004867839,0.181619674,0.202468261,-0.013806933,0.171562716,0.145256579,-0.028290788,0.157935679,0.392992854,0.01058805,0.142354116,0.297810614,-0.001496769,0.134695947,0.237322569,-0.01534218,0.128998965,0.18637462,-0.025107032,0.112599991,0.425150603,0.00393096,0.097807862,0.354096621,-0.008327069,0.090677746,0.305958807,-0.014516178,0.086598881,0.26126492,-0.018020069,a
0.174528226,0.728863657,-3.17e-07,0.257256269,0.684599876,-0.042272069,0.329936415,0.604541063,-0.052680317,0.391010344,0.521366298,-0.055291984,0.444294095,0.480175465,-0.045327347,0.296391368,0.478709042,-0.014906264,0.275644958,0.422622949,-0.048949055,0.268411785,0.512193263,-0.066020794,0.28820163,0.524527073,-0.072412819,0.372631162,0.52554518,-0.006724062,0.367903888,0.382572293,-0.020291448,0.362834275,0.293174326,-0.037643407,0.354828596,0.22154963,-0.050824106,0.321429044,0.546430767,-0.011557763,0.309759796,0.413520396,-0.027604381,0.306875348,0.331258655,-0.042011987,0.303026378,0.259622484,-0.052594576,0.274394453,0.590971351,-0.021269664,0.255679309,0.49001956,-0.038480811,0.245248407,0.425253451,-0.046320565,0.238012567,0.363029897,-0.051179886,a
0.219821736,0.669835687,-3.42e-07,0.304821163,0.632834733,-0.038804408,0.379195809,0.548627555,-0.050790485,0.439026177,0.46841073,-0.057452943,0.491117328,0.430842817,-0.0527758,0.339775741,0.430145532,-0.014292157,0.329835474,0.368798316,-0.050018355,0.31919995,0.459363997,-0.06608022,0.329015464,0.481843382,-0.071027279,0.374337256,0.530548453,-0.003509521,0.36853224,0.387940586,-0.01642981,0.361892492,0.298070252,-0.034058955,0.352832735,0.225212127,-0.047809504,0.323112965,0.551124454,-0.01038249,0.309764236,0.419799924,-0.025658615,0.306333929,0.337028801,-0.039941773,0.302832872,0.264634997,-0.050937127,0.2754457,0.59612149,-0.021752585,0.256159663,0.496628821,-0.038355518,0.24653478,0.431853712,-0.046052255,0.240516424,0.369568825,-0.05105377,a
0.329700351,0.673992872,-3.81e-07,0.422123671,0.643111646,-0.032844394,0.503059447,0.566066623,-0.045748957,0.569756985,0.487972975,-0.057202116,0.625395,0.451630086,-0.058615383,0.467979103,0.445178449,-0.00685879,0.472651213,0.37507081,-0.043420929,0.455969095,0.466392249,-0.057138458,0.457467526,0.492372543,-0.060508907,0.434287667,0.507515371,0.000289719,0.427478701,0.36828351,-0.013451356,0.425462931,0.283370882,-0.031443585,0.4217484,0.21299094,-0.044721313,0.386014581,0.527053535,-0.006526741,0.371136248,0.399394155,-0.022287989,0.369059861,0.319572598,-0.035571665,0.367519498,0.248917788,-0.044991206,0.342598587,0.569307506,-0.018028647,0.324982166,0.469044954,-0.03414692,0.316582322,0.404306531,-0.040786654,0.311055541,0.34109354,-0.044614661,a
0.397904634,0.717269421,-5.36e-07,0.499691129,0.672734737,-0.014257102,0.575779319,0.569986701,-0.013819756,0.624910295,0.489436895,-0.014645941,0.668817997,0.448700488,-0.007439206,0.512085676,0.46306318,0.006354847,0.555202305,0.40974611,-0.018866956,0.535723925,0.505122781,-0.02435443,0.512853622,0.519240439,-0.024935184,0.486364394,0.494099855,0.002608932,0.481585264,0.359982938,-0.009333478,0.480345041,0.275159538,-0.026593655,0.477160901,0.203686446,-0.040130295,0.43879205,0.514381886,-0.004951301,0.428214312,0.389084816,-0.020263342,0.427207828,0.309475064,-0.034044012,0.42571193,0.236230314,-0.044311441,0.39651531,0.556870222,-0.017196091,0.380696297,0.460888326,-0.033982586,0.372012973,0.396742284,-0.041879777,0.365462422,0.332691044,-0.047121722,a
0.257405668,0.613219559,-2.03e-07,0.322086841,0.584590137,-0.050097544,0.380068898,0.513142347,-0.070134819,0.435260355,0.448073953,-0.083999366,0.487204403,0.422242403,-0.086583376,0.372173965,0.392374754,-0.015962899,0.347698063,0.332413435,-0.056176696,0.33494246,0.410271198,-0.074277721,0.351297796,0.435002834,-0.079061657,0.490035266,0.494234115,0.003374661,0.485083193,0.359554172,-0.008309981,0.483618736,0.274338484,-0.025839617,0.47995317,0.203595579,-0.039638296,0.44312337,0.514682412,-0.004778652,0.431368083,0.388860881,-0.020477235,0.429145247,0.309409678,-0.035170808,0.426558971,0.236957908,-0.04602522,0.401001453,0.557738125,-0.017502747,0.384471506,0.462188303,-0.035217568,0.375236005,0.397717476,-0.044301156,0.368365198,0.333301961,-0.050313909,a
0.155043453,0.650641322,-1.75e-07,0.203890502,0.617906094,-0.067929164,0.246311039,0.546352983,-0.089944877,0.285118997,0.472504646,-0.098804697,0.330981791,0.433307827,-0.093807079,0.249816418,0.421370596,-0.032749068,0.201925829,0.367171466,-0.072207309,0.197742864,0.446707934,-0.0902512,0.226201564,0.463414997,-0.09555915,0.509034336,0.500025511,-4.54e-05,0.503999949,0.362735271,-0.014847962,0.506063402,0.27883181,-0.03362425,0.505568981,0.21210131,-0.047268391,0.462605566,0.520431757,-0.00671879,0.451307774,0.394070536,-0.024712168,0.451489002,0.3135539,-0.039611436,0.451149613,0.242690086,-0.049483281,0.422070533,0.563509941,-0.01832426,0.407740653,0.464568943,-0.03689621,0.400280654,0.399163187,-0.045092732,0.394519478,0.335551351,-0.049721815,a
0.131040052,0.660304427,-1.42e-07,0.178875089,0.635632217,-0.071031049,0.218279034,0.56710881,-0.097630769,0.248653591,0.493676096,-0.112236448,0.285931528,0.450349361,-0.114105411,0.218657285,0.438731134,-0.037438083,0.166510925,0.38991183,-0.080747128,0.163165718,0.466349572,-0.099801309,0.190425992,0.484246045,-0.104802124,0.520143986,0.500533462,0.001125435,0.517135382,0.366113544,-0.011786652,0.516761124,0.281045943,-0.030169651,0.514056444,0.209630191,-0.044584394,0.47371006,0.520225704,-0.006351952,0.463058025,0.394429743,-0.022945972,0.461355984,0.313728482,-0.03816162,0.459225714,0.239361942,-0.04928248,0.432034045,0.562603176,-0.018541561,0.415130734,0.465993434,-0.036819234,0.406210333,0.399956107,-0.046181109,0.399576545,0.33349818,-0.05233559,a
0.294949591,0.669116855,-2.59e-07,0.372899503,0.633472323,-0.037880562,0.440273911,0.553900838,-0.050063971,0.498198986,0.480378896,-0.057383344,0.553269982,0.451415628,-0.053223554,0.410942018,0.432818025,-0.004417491,0.39555952,0.375357985,-0.037370849,0.386280715,0.458666384,-0.05295527,0.40110898,0.475530922,-0.058243014,0.526728511,0.502920866,-0.002821378,0.523887753,0.367702335,-0.017094521,0.523466408,0.282149047,-0.036288351,0.520772517,0.210207522,-0.051156711,0.480246216,0.523164213,-0.010159506,0.468848467,0.397509933,-0.027463529,0.466856092,0.317036062,-0.042889699,0.464803159,0.243348718,-0.053973928,0.438752115,0.566543519,-0.022378674,0.421472728,0.469786227,-0.041053358,0.412320912,0.403639078,-0.050526537,0.405763626,0.338295579,-0.056574628,a
0.38920036,0.6866557,-3.74e-07,0.47906369,0.662560582,-0.039905883,0.562276125,0.580966949,-0.053414147,0.633590817,0.506240904,-0.061991334,0.693534315,0.474539459,-0.059318986,0.525846899,0.451515168,-0.013841847,0.527980983,0.392800421,-0.049802486,0.51126188,0.481011629,-0.064956769,0.519770563,0.491530299,-0.070701331,0.532884181,0.500270128,0.002978219,0.530968964,0.366283149,-0.008514177,0.530191302,0.282358408,-0.026453698,0.526987493,0.212292314,-0.040653747,0.485928595,0.520955265,-0.004992159,0.475209206,0.396382898,-0.019948758,0.473210007,0.318688571,-0.034440238,0.47089839,0.247555703,-0.045209635,0.44364804,0.564896703,-0.017762391,0.42749387,0.469594717,-0.034969669,0.418472648,0.404021382,-0.04410509,0.412154973,0.33860296,-0.050065517,a
0.500386834,0.714299083,-4.15e-07,0.599181294,0.685414791,-0.030734273,0.692717612,0.601216912,-0.04505121,0.761761487,0.530516863,-0.059420377,0.824217439,0.508456111,-0.064745851,0.635081768,0.47007063,-0.008628068,0.67120254,0.406404018,-0.037992086,0.645394683,0.504036605,-0.043648046,0.630383432,0.51745379,-0.044386525,0.448423117,0.507122636,-0.001128945,0.444494545,0.37166658,-0.014488028,0.442840964,0.285913229,-0.031954531,0.438598365,0.215090722,-0.045602329,0.402368486,0.526337266,-0.00884845,0.391103029,0.40036428,-0.025270542,0.389429808,0.321817935,-0.039079651,0.387187928,0.250758618,-0.049295183,0.36121428,0.569338322,-0.021045547,0.344543576,0.475025058,-0.039358806,0.335297585,0.411271751,-0.048235577,0.327782691,0.348744601,-0.053891543,a
0.618918896,0.722348452,-4.68e-07,0.729241729,0.691896379,-0.023451852,0.823395669,0.601658821,-0.033450209,0.893270195,0.529986978,-0.045033161,0.957678199,0.510134399,-0.048022687,0.767630219,0.480542034,-0.000425119,0.814329803,0.422115803,-0.027557511,0.785020888,0.522113621,-0.030340921,0.766096771,0.529917121,-0.03013628,0.453023434,0.504192233,-0.002238215,0.44885084,0.368348479,-0.01710692,0.447325587,0.282240808,-0.035362903,0.443502486,0.210840434,-0.049464162,0.407169968,0.523327172,-0.010509622,0.396522701,0.396754384,-0.028243002,0.394376755,0.317652225,-0.042364333,0.391621023,0.246369839,-0.052598167,0.365622282,0.566552818,-0.023316793,0.348932147,0.47140643,-0.042357091,0.339699745,0.407072246,-0.051471062,0.331976771,0.34427771,-0.05728187,a
